Usia Responden,Semester Responden,Jumlah Hubungan Responden,Durasi Rata-rata Hubungan Responden,Jumlah Kencan Responden,Tingkat Kepuasan Responden dalam Hubungan,Tingkat Kekuatan Cinta Responden dalam Hubungan,Tingkat Keterbukaan Komunikasi Responden dalam Hubungan,Respon Teman & Keluarga terhadap Hubungan Responden,Pengaruh Media Sosial terhadap Hubungan Responden,Frekuensi Konflik dalam Hubungan Responden,Penyelesaian Responden & Pasangan terhadap Konflik,Pengaruh Hubungan terhadap Performa Akademik Responden,Perubahan IPK yang Dialami Responden,Pendapat Responden terhadap Hubungan Terakhir,Media atau Bagaimana Responden Bertemu dengan Pasangan,Jenis Kelamin,Fakultas Responden,Status Responden Saat Ini,Status Responden Sebelumnya
22,6.0,4.0,36.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,0,0,5,7.0,0,1,0,1
20,4.0,1.0,28.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,0,0,2,0.0,1,2,0,1
20,4.0,1.0,10.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,2.0,0,0,4,0.0,0,1,1,1
21,4.0,4.0,17.0,3.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,0,0,5,0.0,1,1,1,1
21,4.0,4.0,15.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,1,-1,2,7.0,0,1,1,1
21,4.0,2.0,33.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,0,0,2,2.0,0,8,1,1
19,4.0,1.0,31.0,4.0,5.0,4.0,3.0,2.0,5.0,2.0,5.0,0,0,1,0.0,0,7,1,1
22,6.0,2.0,26.0,2.0,5.0,2.0,3.0,5.0,3.0,5.0,5.0,0,0,1,1.0,1,7,1,1
22,6.0,2.0,18.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,1,1,1,1.0,1,1,0,1
21,6.0,2.0,10.0,2.0,5.0,2.0,3.0,2.0,4.0,4.0,4.0,1,-1,2,1.0,0,1,0,1
18,2.0,1.0,11.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,2.0,0,0,2,7.0,1,1,1,1
20,6.0,3.0,16.0,1.0,3.0,2.0,3.0,5.0,3.0,2.0,5.0,1,1,3,1.0,0,1,1,1
20,6.0,3.0,28.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,2.0,1,-1,5,1.0,1,1,1,1
23,6.0,3.0,34.0,4.0,2.0,5.0,2.0,2.0,4.0,5.0,4.0,0,0,2,1.0,0,1,0,1
21,4.0,4.0,19.0,1.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,1,1,1,1.0,1,1,1,1
19,2.0,5.0,19.0,3.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,1,1,2,1.0,0,1,1,1
21,4.0,3.0,26.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,1,1,5,2.0,1,1,1,1
21,4.0,5.0,7.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,1,1,2,1.0,1,1,0,1
18,2.0,2.0,25.0,4.0,5.0,2.0,3.0,3.0,5.0,5.0,3.0,0,0,3,2.0,0,6,1,1
19,4.0,4.0,4.0,1.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,0,0,1,7.0,0,1,1,1
20,4.0,2.0,21.0,2.0,4.0,3.0,2.0,4.0,5.0,3.0,5.0,1,1,2,0.0,1,8,1,1
19,2.0,1.0,23.0,3.0,4.0,2.0,2.0,4.0,5.0,5.0,3.0,0,0,1,7.0,0,8,0,1
19,2.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,1,1,4,0.0,0,8,1,1
19,4.0,5.0,4.0,2.0,5.0,2.0,3.0,2.0,2.0,4.0,3.0,1,-1,2,7.0,0,1,1,1
19,4.0,3.0,29.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,0,0,5,0.0,0,8,0,1
20,4.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,1,-1,3,0.0,1,1,0,1
18,4.0,5.0,3.0,10.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,1,-1,1,0.0,1,3,1,1
23,6.0,3.0,8.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,1,1,4,0.0,1,2,0,1
19,2.0,3.0,21.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1,1,1,7.0,0,1,1,1
19,4.0,5.0,12.0,2.0,4.0,5.0,3.0,5.0,3.0,2.0,3.0,0,0,1,0.0,1,1,1,1
21,4.0,2.0,23.0,3.0,2.0,5.0,5.0,2.0,3.0,3.0,5.0,0,0,2,7.0,0,3,1,1
23,6.0,4.0,34.0,2.0,5.0,4.0,2.0,2.0,5.0,4.0,4.0,1,1,2,2.0,1,3,1,1
19,2.0,5.0,35.0,3.0,2.0,2.0,5.0,4.0,5.0,2.0,2.0,0,0,4,2.0,1,6,1,1
21,4.0,1.0,4.0,0.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,1,-1,2,2.0,0,1,1,1
19,4.0,3.0,28.0,2.0,5.0,3.0,5.0,2.0,4.0,4.0,3.0,0,0,4,7.0,0,1,1,1
21,6.0,5.0,19.0,1.0,5.0,3.0,5.0,2.0,4.0,5.0,2.0,1,-1,2,2.0,0,1,1,1
18,2.0,4.0,17.0,2.0,2.0,4.0,2.0,5.0,2.0,4.0,3.0,1,-1,5,7.0,1,7,1,1
20,4.0,5.0,9.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,1,1,4,2.0,0,1,1,1
21,4.0,4.0,20.0,3.0,5.0,2.0,4.0,3.0,3.0,5.0,2.0,1,-1,1,0.0,1,2,1,1
19,4.0,2.0,20.0,1.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,0,0,2,1.0,0,2,0,1
21,6.0,5.0,20.0,1.0,2.0,5.0,2.0,3.0,3.0,5.0,3.0,0,0,4,0.0,1,1,0,1
22,6.0,3.0,29.0,1.0,5.0,4.0,3.0,2.0,4.0,3.0,5.0,1,1,4,7.0,0,7,1,1
21,4.0,1.0,27.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0,0,4,7.0,0,4,0,1
23,6.0,1.0,31.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,0,0,4,0.0,0,5,0,1
20,6.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,0,0,4,1.0,1,1,0,1
20,4.0,2.0,23.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,2.0,0,0,3,7.0,1,8,0,1
20,4.0,1.0,29.0,3.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,1,1,3,1.0,0,1,0,1
20,4.0,4.0,12.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,5.0,0,0,5,0.0,0,1,1,1
19,4.0,4.0,36.0,2.0,5.0,5.0,2.0,3.0,3.0,5.0,4.0,1,-1,4,0.0,0,1,1,1
20,4.0,1.0,15.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,0,0,5,7.0,1,1,0,1
19,2.0,5.0,7.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,1,-1,3,0.0,1,8,1,1
18,2.0,5.0,27.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,0,0,2,2.0,1,3,0,1
21,4.0,3.0,18.0,1.0,5.0,2.0,2.0,4.0,3.0,4.0,4.0,1,-1,5,7.0,0,1,1,1
21,4.0,4.0,36.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,1,-1,5,2.0,0,1,1,1
20,4.0,5.0,19.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,0,0,3,1.0,0,8,1,1
19,4.0,1.0,23.0,2.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,1,1,1,1.0,1,1,0,1
19,4.0,5.0,20.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,5.0,0,0,4,7.0,1,1,1,1
23,6.0,1.0,7.0,4.0,3.0,5.0,5.0,2.0,2.0,2.0,5.0,1,-1,4,1.0,1,8,1,1
21,4.0,5.0,5.0,3.0,4.0,5.0,2.0,4.0,2.0,4.0,5.0,1,1,5,2.0,0,7,0,1
18,2.0,4.0,34.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,0,0,2,2.0,1,1,1,1
18,2.0,1.0,19.0,1.0,2.0,5.0,3.0,5.0,3.0,2.0,5.0,0,0,5,0.0,0,1,1,1
20,4.0,5.0,30.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,1,-1,2,2.0,1,1,0,1
20,4.0,2.0,5.0,1.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,1,1,4,7.0,1,4,1,1
21,4.0,4.0,6.0,2.0,5.0,4.0,5.0,2.0,3.0,5.0,5.0,1,1,3,0.0,1,2,1,1
19,2.0,3.0,20.0,2.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,0,0,4,2.0,0,1,1,1
23,6.0,5.0,24.0,1.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,0,0,4,1.0,0,1,0,1
20,4.0,1.0,23.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,1,-1,2,2.0,0,1,1,1
21,4.0,1.0,15.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,1,1,3,0.0,0,1,0,1
19,4.0,2.0,13.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,1,1,5,1.0,1,1,0,1
21,4.0,2.0,24.0,1.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,1,1,1,1.0,0,8,1,1
20,4.0,3.0,16.0,4.0,2.0,4.0,3.0,5.0,5.0,3.0,5.0,1,1,2,7.0,1,1,1,1
20,4.0,2.0,11.0,2.0,5.0,3.0,5.0,3.0,3.0,2.0,3.0,0,0,1,7.0,1,1,1,1
18,2.0,2.0,33.0,1.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,1,-1,3,7.0,0,2,1,1
23,6.0,4.0,33.0,1.0,5.0,4.0,4.0,2.0,5.0,3.0,4.0,1,-1,2,2.0,1,2,1,1
20,6.0,2.0,35.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,1,-1,3,1.0,1,1,1,1
21,4.0,2.0,29.0,2.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,0,0,5,0.0,1,5,1,1
20,4.0,1.0,22.0,2.0,3.0,3.0,5.0,3.0,2.0,5.0,4.0,1,-1,3,7.0,1,1,1,1
21,4.0,2.0,26.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,0,0,3,1.0,1,1,0,1
21,4.0,5.0,13.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,1,-1,4,7.0,0,1,0,1
19,4.0,4.0,21.0,2.0,4.0,2.0,4.0,5.0,5.0,2.0,2.0,0,0,1,2.0,0,7,1,1
21,4.0,2.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,1,-1,5,1.0,1,4,1,1
19,4.0,4.0,4.0,0.0,2.0,4.0,5.0,4.0,4.0,5.0,2.0,1,-1,4,1.0,0,8,0,1
21,4.0,4.0,14.0,1.0,4.0,5.0,5.0,2.0,2.0,4.0,4.0,0,0,2,1.0,0,6,0,1
19,4.0,2.0,7.0,0.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,0,0,1,0.0,1,3,1,1
20,4.0,5.0,9.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,0,0,3,7.0,1,8,1,1
20,4.0,2.0,9.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,0,0,4,7.0,1,1,0,1
21,6.0,3.0,36.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,2.0,0,0,4,7.0,1,1,1,1
19,4.0,2.0,25.0,1.0,4.0,5.0,2.0,3.0,5.0,3.0,2.0,0,0,4,2.0,0,4,1,1
19,4.0,3.0,4.0,1.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,1,1,5,0.0,1,1,1,1
21,4.0,5.0,12.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,0,0,4,2.0,0,7,1,1
20,4.0,2.0,9.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,0,0,3,7.0,1,4,1,1
19,4.0,4.0,12.0,4.0,3.0,2.0,4.0,5.0,5.0,3.0,2.0,0,0,4,7.0,1,1,1,1
21,4.0,1.0,27.0,2.0,4.0,2.0,5.0,4.0,4.0,5.0,3.0,0,0,2,2.0,0,6,1,1
21,4.0,4.0,28.0,1.0,2.0,5.0,5.0,4.0,2.0,3.0,2.0,0,0,4,0.0,1,6,0,1
20,4.0,3.0,14.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,5.0,0,0,4,1.0,0,1,0,1
19,2.0,5.0,24.0,2.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,0,0,5,2.0,0,5,1,1
20,4.0,4.0,13.0,2.0,5.0,5.0,2.0,3.0,4.0,3.0,4.0,1,1,2,0.0,1,2,1,1
18,2.0,4.0,27.0,4.0,3.0,5.0,3.0,2.0,2.0,5.0,3.0,0,0,1,1.0,1,8,1,1
19,2.0,4.0,32.0,1.0,4.0,2.0,3.0,2.0,5.0,2.0,4.0,0,0,3,1.0,0,1,0,1
19,2.0,1.0,22.0,4.0,4.0,2.0,3.0,2.0,5.0,2.0,3.0,1,-1,4,0.0,1,7,0,1
19,4.0,5.0,33.0,2.0,2.0,5.0,2.0,4.0,5.0,3.0,2.0,1,1,4,1.0,1,1,1,1
21,6.0,4.0,29.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,0,0,4,0.0,1,1,1,1
20,6.0,3.0,17.0,3.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,0,0,3,7.0,1,1,0,1
19,2.0,2.0,31.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,0,0,3,2.0,0,1,0,1
20,4.0,2.0,24.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,1,1,5,7.0,0,1,1,1
19,2.0,1.0,10.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,1,-1,5,1.0,0,1,0,1
18,2.0,5.0,29.0,1.0,3.0,5.0,3.0,2.0,4.0,4.0,5.0,0,0,5,7.0,0,1,1,1
23,6.0,4.0,6.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,1,1,1,0.0,0,3,1,1
20,4.0,4.0,19.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,0,0,1,0.0,0,1,1,1
21,4.0,1.0,17.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,5.0,0,0,1,1.0,1,1,0,1
20,6.0,2.0,35.0,4.0,5.0,4.0,2.0,5.0,2.0,3.0,4.0,1,-1,3,7.0,0,1,1,1
20,4.0,1.0,18.0,1.0,3.0,5.0,3.0,4.0,2.0,3.0,5.0,0,0,4,7.0,0,2,1,1
18,2.0,5.0,15.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,0,0,5,1.0,1,1,0,1
20,6.0,1.0,33.0,1.0,4.0,5.0,3.0,2.0,5.0,2.0,2.0,0,0,2,0.0,1,1,1,1
21,4.0,5.0,8.0,4.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,0,0,1,0.0,1,5,0,1
21,4.0,2.0,24.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,2.0,1,1,5,0.0,1,2,1,1
20,4.0,5.0,35.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,1,-1,2,1.0,1,2,1,1
21,6.0,5.0,31.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,1,1,4,1.0,0,7,1,1
21,4.0,2.0,7.0,1.0,2.0,4.0,3.0,5.0,2.0,3.0,5.0,1,1,1,0.0,0,8,0,1
19,4.0,5.0,30.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,1,1,1,1.0,1,1,1,1
20,4.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,0,0,2,7.0,0,1,1,1
23,6.0,2.0,13.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,1,-1,2,2.0,0,1,1,1
21,4.0,2.0,12.0,1.0,4.0,5.0,3.0,3.0,4.0,2.0,4.0,0,0,3,2.0,0,1,1,1
19,4.0,5.0,32.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,2.0,1,-1,2,0.0,1,8,1,1
19,4.0,2.0,17.0,3.0,5.0,2.0,2.0,4.0,5.0,2.0,3.0,0,0,4,1.0,0,1,1,1
21,4.0,4.0,27.0,4.0,2.0,4.0,2.0,5.0,3.0,2.0,5.0,0,0,4,7.0,1,1,1,1
19,4.0,3.0,11.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,0,0,2,1.0,0,8,1,1
20,4.0,4.0,17.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0,0,5,1.0,0,1,1,1
19,2.0,1.0,36.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,0,0,2,0.0,1,3,1,1
19,4.0,4.0,6.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,0,0,2,0.0,1,1,0,1
21,4.0,3.0,21.0,2.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,0,0,5,0.0,0,1,1,1
19,2.0,3.0,23.0,2.0,4.0,2.0,4.0,3.0,5.0,3.0,2.0,0,0,1,7.0,1,5,1,1
19,4.0,1.0,15.0,1.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,0,0,1,2.0,0,2,0,1
20,4.0,1.0,14.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,1,-1,2,2.0,1,7,0,1
19,2.0,5.0,10.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,5.0,0,0,2,0.0,1,5,1,1
22,6.0,4.0,27.0,1.0,3.0,4.0,5.0,2.0,5.0,3.0,4.0,0,0,5,7.0,0,7,1,1
19,4.0,4.0,16.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,0,0,1,0.0,0,1,1,1
19,4.0,5.0,4.0,0.0,4.0,4.0,3.0,5.0,2.0,2.0,4.0,1,1,1,2.0,0,7,0,1
21,4.0,2.0,36.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,0,0,4,1.0,0,5,0,1
19,4.0,2.0,18.0,3.0,2.0,5.0,5.0,2.0,3.0,3.0,5.0,1,-1,4,1.0,0,8,1,1
20,4.0,2.0,19.0,2.0,5.0,5.0,2.0,3.0,2.0,4.0,3.0,0,0,5,7.0,0,1,1,1
19,4.0,4.0,36.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,1,1,3,2.0,1,6,0,1
21,4.0,2.0,7.0,3.0,3.0,5.0,4.0,4.0,2.0,5.0,2.0,0,0,1,2.0,0,1,1,1
19,4.0,1.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,0,0,4,0.0,1,5,1,1
